PATH	DURATION	TRANSCRIPT
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_30579166.wav	4.320000	tao nghĩ ma cũng chẳng có gì đáng sợ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24144113.wav	9.612000	Chinh thay váy ngủ rồi đi sang phòng thờ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24144115.wav	4.680000	những gì em đòi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22770199.wav	2.880000	Hơi thở càng ngày càng gấp gáp
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22770200.wav	2.592000	Lòng mẹ bao la
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25283033.wav	3.600000	Có ai biết cái gì đâu
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25318658.wav	4.680000	Bây giờ Ngay cả bản thân của bà còn không có biết
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27148751.wav	5.940000	Dở dang hoài, dang dở, dở dang thôi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27148754.wav	4.932000	Ôi tình yêu và kẻ đời viễn xứ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26096003.wav	4.932000	Vỡ trên chuỗi nhớ sợi đong đưa buồn
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26096004.wav	4.752000	Như là gói cả mùi hương đất trời
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25112243.wav	2.880000	Cùng bạn đùa vui.
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25112248.wav	2.880000	Vô tình anh không nói
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27128402.wav	7.236000	Em có nhớ màu hoa trong gió thổi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27128431.wav	6.444000	Anh có biết thôn e ri a không
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27128434.wav	6.300000	Cháy khát khao anh dâng tình sâu đậm
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24476314.wav	6.084000	đêm nay chúng ta tiếp tục
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24476316.wav	4.644000	Nếu biết rằng sẽ chẳng gặp lại nhau
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24476317.wav	4.644000	Em như một đứa vô hồn không bước nổi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21824030.wav	7.872000	Ở cái nơi rừng thiêng nước độc này
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21824045.wav	4.992000	Hoặc là có thể là nhờ kuman
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21824046.wav	3.912000	Không không không sao đâu
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24421799.wav	3.384000	Chưa hề khắc ghi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24421803.wav	3.096000	Thảo đã mất rồi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24421806.wav	4.212000	Bà bói vẫn ăn mặc bình thường
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26978619.wav	4.140000	Chờ chân đêm khua nhịp bước tình yêu
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26978664.wav	3.744000	Tôi đợi em sau những chiều tan học
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26978678.wav	3.492000	Thu vội vã nhặt gom từng hạt nắng
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25031248.wav	4.284000	In bóng nhau vờn luân điệu vũ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25031250.wav	4.752000	Sau nhà là bụi cây với những khóm cỏ dại nhô cao
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25031259.wav	3.204000	Việc làm ăn quá thuận lợi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25245129.wav	3.132000	Thảo không thể về nhà
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25245130.wav	2.700000	Ông dắt mang tai
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25245131.wav	2.592000	Nhanh như cắt
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27404869.wav	5.220000	Mới gặp anh đôi má em ửng đỏ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27404896.wav	3.960000	Tháng đầu đông cho đôi mắt đen huyền
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27404903.wav	5.004000	Ông ấy đưa cho tôi cái địa chỉ tới đây rồi đi luôn
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22791282.wav	7.320000	Anh là chồng của Nhi anh đừng khách sáo như vậy
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22791283.wav	3.240000	Không
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22791288.wav	3.960000	cho tới thành lập Việt Nam Dân chủ Cộng hòa
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27014336.wav	5.220000	Coi kìa cậu ấy tỉnh táo lại như thường rồi đó
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27053042.wav	3.744000	Gửi vào cơn gió ngàn lời yêu em
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27053046.wav	3.960000	Gió thổi nghiêng mưa qua miền ký ức
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_27053048.wav	3.852000	Tháng mười là tháng mười ơi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23667729.wav	2.712000	Ý cô là sao
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23667730.wav	4.632000	Lập tức cơn đau lại nhói lên dữ dội
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23667731.wav	3.072000	Tầm một tuần ở đây thôi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23667732.wav	3.720000	Bằng mọi giá anh phải là của em
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23970558.wav	4.608000	Chồng tôi vẫn biết tôi thương nhớ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23970559.wav	4.200000	tôi là một công dân mỹ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23970560.wav	6.528000	Hãy còn sớm hay là anh quân vào trong nhà em ngồi chơi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23970561.wav	5.688000	Bà Thảo thì khuyên mọi người nên đi xem thầy khác
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25273401.wav	4.284000	từ đấy Đến giờ em có dám tẩn nó đâu vợ nhỉ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25273559.wav	3.996000	nó cô đơn lặng lẽ nhìn em theo gia đình
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25284223.wav	3.312000	Hoa mọc đầy hai bên đường Chỉ có điều là
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_25284233.wav	4.752000	Nhi đã có nhiều cơ hội nhưng cô vẫn tự mình vứt bò
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22493631.wav	9.720000	chứ tình trạng hoảng loạn như vậy sẽ rất nguy hiểm
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22493633.wav	8.112000	Trời ơi người ấy có buồn không
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22493635.wav	6.120000	Như mẹ chúng ta
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22493637.wav	3.720000	Chữ Đức chữ TÂM
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23707415.wav	3.720000	Anh ta nheo đôi mắt rồi gật đầu
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23707416.wav	5.592000	Bởi cứ nhắm mắt lại là em lại thấy hình ảnh của thảo
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23707417.wav	2.160000	Trong Mơ Hồ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23707419.wav	3.600000	Có công việc gì kiếm tiền cho tôi làm với
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23745302.wav	2.952000	Sáng hôm sau cả đoàn thức dậy
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23745303.wav	3.432000	con bé còn thông minh nhanh nhẹn hơn trước đúng không
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23745305.wav	3.480000	Có hay chăng là con bé đó gây ra không
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23745306.wav	3.720000	Nhưng sự việc đi qua đã khiến cho Trinh không thể không tin
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22381111.wav	4.560000	Sắp tới bốn mươi chín ngày của con bé kia
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22381112.wav	4.392000	Nhưng do có nhiều chuyện nên bán nhà đó để mua nơi khác
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22381113.wav	2.520000	Văn hay chữ tốt
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22381114.wav	3.552000	Và đêm nay, nến thắp sáng lên rồi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23334646.wav	4.920000	Cho nên cũng nhẫn nại ngồi trên xe
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23334648.wav	3.360000	Mưa rồi cũng tạnh
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23334649.wav	3.552000	Tấc đất tấc vàng
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23334650.wav	4.920000	Tôi thực sự lo lắng về con thanh
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26979541.wav	6.984000	Nhặt lòng theo chiếc lá rơi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26979542.wav	6.300000	Chút sắc vàng óng ả chẳng còn đâu!
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26979544.wav	2.952000	Khe khẽ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26979545.wav	4.464000	Mảnh thơ tình khờ dại
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22750202.wav	6.744000	Bà tâm đau khổ nhìn con rồi lắc đầu
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22750203.wav	3.960000	Tôi có cái ý như thế này
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22750205.wav	4.968000	Thì dân tộc Thái tức là bản làng đây
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_22750206.wav	5.832000	Sông sâu còn có kẻ dò, đố ai lấy thước mà đo lòng người
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_29405112.wav	3.204000	Đành đem thơ trải lối đời tháng năm.
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_29405147.wav	3.492000	Mà sao đã thấy sương mờ nhẹ bay
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_29405220.wav	3.420000	Hỡi ơi lá rụng tháng mười
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_29405288.wav	4.212000	Làn mây lả lướt thả mình... trôi xa.
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24942310.wav	2.232000	Nhưng con chỉ nhớ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24942312.wav	3.132000	Và phải nhớ kỹ là không bao giờ được bỏ bê nó
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24942320.wav	2.304000	Vụng dại tấm bé
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24942321.wav	2.664000	bà thản nhiên đứng dậy đi ra ngoài
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24942333.wav	2.412000	Tối hôm đó sau khi ăn uống xong
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23377231.wav	4.680000	Đi qua cùng heo may.
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23377232.wav	4.560000	Tần tảo vì con
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23377233.wav	4.032000	Mọi thứ im lìm đến lạnh người
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23377234.wav	5.040000	Đôi mắt lim dim thở hổn hển
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23377235.wav	5.400000	Là lãnh tụ được nhiều người ngưỡng mộ và tôn sùng
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23790298.wav	4.296000	tại Quảng trường Ba Đình
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23790299.wav	5.400000	người ta lái xe cán nát cả cô ấy ngay tại chỗ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23790300.wav	5.520000	Trinh đưa tay lên xem đồng hồ Bây giờ là mấy giờ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23790301.wav	4.896000	Gọi xe cấp cứu đi người này vẫn còn sống này
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23790302.wav	10.008000	Some trai bất giác giật mình hắn ta vội vàng
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23801915.wav	4.205687	Anh nấy cũng khoe rằng ảnh của mình hơn
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23801916.wav	4.806500	Bà tâm vừa ho vừa nhìn con thều thào nói
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23801917.wav	2.612250	Chinh không trả lời
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23801923.wav	4.571438	Vậy mà khi ra tay thì bà dạ quỳ thật nhanh
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23801924.wav	3.265312	Một tuần sau thì bà tâm chết
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24562276.wav	2.412000	Quân đứng ở bên ngoài
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24562277.wav	2.340000	Sân trường nhộn nhịp
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24562280.wav	3.312000	tôi lừa đảo của gia đình anh cái gì
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24562283.wav	2.340000	Cả nhà hạnh phúc.
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_24562284.wav	3.384000	Thì Nhi là một cô gái hoàn hảo
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21882263.wav	3.072000	nô en vui vẻ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21882264.wav	4.056000	đi đâu sao mày biết tao đi chơi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21882265.wav	3.168000	nên mỗi lần đi đâu về muộn một chút
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21882266.wav	3.096000	Nhà mới của em ở trong xóm
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21882308.wav	4.512000	Trích dẫn từ báo chí
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23733700.wav	3.792000	Chỉ dùng tay vào những bức ảnh của quân
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23733701.wav	2.760000	Mùa thu và hoa cúc
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23733702.wav	2.280000	Nó kìa, nó kìa
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23733703.wav	2.832000	Người chở mùa thu tôi vừa đỏ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23733704.wav	3.240000	Ngồi dưới gốc cây một cách mệt nhọc
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23676734.wav	6.191000	Ở cái chốn vắng vẻ này xưa nay vốn yên bình
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23676735.wav	4.937125	Mấy cái chuyện tâm linh này khó nói lắm
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23676736.wav	3.631000	Lời mẹ khuyên lơn
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23676737.wav	3.500437	đổ hết mồ hôi
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23676738.wav	5.067750	Nhưng anh chàng đã kịp phóng qua hàng rào
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21838512.wav	4.800000	Thầm lặng hy sinh
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21838513.wav	3.480000	Thiện tai Thiện tai
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21838514.wav	4.080000	Mày Đừng tránh tao được không
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21838516.wav	5.472000	Sau tiếng sấm trời bắt đầu đổ mưa rào rào
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_21838518.wav	3.192000	Đưa tình về với mộng
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26326138.wav	4.392000	Em mang mùa Thu giấu kỹ nơi nào
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26326139.wav	3.672000	Dệt mộng ước bản hòa ca đến lớp..
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26326140.wav	4.104000	Mùa thu cái lạnh dịu dàng
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_26326144.wav	3.420000	Nhà của bà len đó
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_28660607.wav	4.284000	Gửi hương yêu thắp lửa mộng lòng xinh
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23380405.wav	4.032000	Đến bố mẹ còn chẳng nhận ra cháu ạ
/data/cv-corpus-13.0-2023-03-09/vi/clips_wav/common_voice_vi_23380406.wav	2.880000	lạnh khô lên cánh mũi
